"2014-09-15 00:00:00",12,106984,137640,231288
"2014-09-15 01:00:00",12,100184,123755,168320
"2014-09-15 02:00:00",12,109248,135569,186608
"2014-09-15 03:00:00",12,102400,303295,2200952
"2014-09-15 04:00:00",12,98736,140800,333528
"2014-09-15 05:00:00",12,97392,132150,398760
"2014-09-15 06:00:00",12,105816,153990,331712
"2014-09-15 07:00:00",12,129080,211841,465648
"2014-09-15 08:00:00",11,446800,1790696,4005848
"2014-09-15 09:00:00",12,2753656,7025640,11159352
"2014-09-15 10:00:00",10,7368192,11527984,18491944
"2014-09-15 11:00:00",11,6558608,9683401,12380088
"2014-09-15 12:00:00",10,7121880,18486139,32419928
"2014-09-15 13:00:00",10,11040632,18873911,31987680
"2014-09-15 14:00:00",11,6270488,7955669,11408192
"2014-09-15 15:00:00",11,10152984,15894584,24984264
"2014-09-15 16:00:00",10,6760008,12190512,23174528
"2014-09-15 17:00:00",12,2447128,4872624,14088192
"2014-09-15 18:00:00",12,684248,2256009,5663200
"2014-09-15 19:00:00",11,1643248,3916285,7572624
"2014-09-15 20:00:00",12,199824,2049400,5185864
"2014-09-15 21:00:00",12,106536,412893,3513200
"2014-09-15 22:00:00",12,102736,137035,182616
"2014-09-15 23:00:00",12,106816,119804,140480
"2014-09-16 00:00:00",12,106632,367980,1928352
"2014-09-16 01:00:00",11,101912,1390529,9321520
"2014-09-16 02:00:00",12,100736,119546,162528
"2014-09-16 03:00:00",12,106136,297230,2178360
"2014-09-16 04:00:00",12,101800,418623,3771112
"2014-09-16 05:00:00",12,99984,125362,312512
"2014-09-16 06:00:00",11,117648,1625765,4462504
"2014-09-16 07:00:00",12,137904,1412456,5061288
"2014-09-16 08:00:00",12,2907160,7071684,15339816
"2014-09-16 09:00:00",11,5382408,8892280,11734496
"2014-09-16 10:00:00",10,7578840,10783500,15455712
"2014-09-16 11:00:00",11,7056360,9921349,13408072
"2014-09-16 12:00:00",9,8855048,24624289,61444744
"2014-09-16 13:00:00",10,6102680,19178105,29879632
"2014-09-16 14:00:00",10,7006520,13353698,34989800
"2014-09-16 15:00:00",11,7789920,14914680,30820560
"2014-09-16 16:00:00",11,3967552,8299058,11087616
"2014-09-16 17:00:00",11,4784848,9161744,14273864
"2014-09-16 18:00:00",11,2113000,7100088,15851320
"2014-09-16 19:00:00",12,231176,2704310,7705200
"2014-09-16 20:00:00",11,316152,3574266,7649608
"2014-09-16 21:00:00",12,173016,2422465,7647368
"2014-09-16 22:00:00",12,177560,302118,679536
"2014-09-16 23:00:00",12,157616,182490,213672
"2014-09-17 00:00:00",12,155416,247930,637488
"2014-09-17 04:00:00",12,108960,155986,194744
"2014-09-17 05:00:00",12,101968,286346,2147904
"2014-09-17 06:00:00",12,110992,1847378,4131384
"2014-09-17 07:00:00",12,195008,1041928,6471944
"2014-09-17 08:00:00",11,517272,5224870,16454784
"2014-09-17 09:00:00",11,5126472,10114824,16964280
"2014-09-17 10:00:00",11,5069176,9389077,13837336
"2014-09-17 11:00:00",11,6852832,11993488,20069064
"2014-09-17 12:00:00",10,7340616,11694656,21743056
"2014-09-17 13:00:00",11,8537160,14943292,29003840
"2014-09-17 14:00:00",10,8792000,13960788,17230792
"2014-09-17 15:00:00",11,9509592,12955072,20719672
"2014-09-17 16:00:00",11,6137000,11009411,24111480
"2014-09-17 17:00:00",11,1772152,5302354,11245712
"2014-09-17 18:00:00",12,2237056,4535680,7799384
"2014-09-17 19:00:00",11,2606112,6382759,16001800
"2014-09-17 20:00:00",12,328272,1371926,5125704
"2014-09-17 21:00:00",12,247520,686196,1515920
"2014-09-17 22:00:00",12,109272,308452,1687784
"2014-09-17 23:00:00",12,109920,262600,897664
"2014-09-18 00:00:00",12,118456,420949,2261912
"2014-09-18 01:00:00",12,98136,118906,228128
"2014-09-18 02:00:00",12,117120,506550,2405232
"2014-09-18 03:00:00",12,95680,117181,168736
"2014-09-18 04:00:00",12,92496,108466,140184
"2014-09-18 05:00:00",12,93856,111762,216832
"2014-09-18 06:00:00",11,94256,505801,2364832
"2014-09-18 07:00:00",12,135240,943558,2838624
"2014-09-18 08:00:00",12,1166088,5843934,10901264
"2014-09-18 09:00:00",11,7558216,10404840,15666376
"2014-09-18 10:00:00",10,11542488,14417230,21582728
"2014-09-18 11:00:00",11,8094128,10295080,12459752
"2014-09-18 12:00:00",11,9945448,13409772,16819104
"2014-09-18 13:00:00",10,4958064,12299642,50911128
"2014-09-18 14:00:00",12,4333008,8246122,18707872
"2014-09-18 15:00:00",10,7597264,14750547,31542320
"2014-09-18 16:00:00",11,2956576,6700765,17071088
"2014-09-18 17:00:00",11,2076968,8920453,22363104
"2014-09-18 18:00:00",12,991888,2299610,5277136
"2014-09-18 19:00:00",12,974272,2880184,5245296
"2014-09-18 20:00:00",12,133368,1355832,2374936
"2014-09-18 21:00:00",12,104512,1358866,5207392
"2014-09-18 22:00:00",12,102344,177637,830872
"2014-09-18 23:00:00",12,101064,114094,168280
"2014-09-19 00:00:00",12,104472,198593,949840
"2014-09-19 01:00:00",12,97560,124192,199704
"2014-09-19 02:00:00",11,100504,425149,2170992
"2014-09-19 03:00:00",12,99184,141845,547992
"2014-09-19 04:00:00",12,95288,110037,144840
"2014-09-19 05:00:00",12,96648,119344,233184
"2014-09-19 06:00:00",12,97944,718906,3163160
"2014-09-19 07:00:00",12,489944,2049234,4141176
"2014-09-19 08:00:00",12,1574000,4684658,7571376
"2014-09-19 09:00:00",11,4465624,7397597,12661864
"2014-09-19 10:00:00",11,4717768,8664162,17611168
"2014-09-19 11:00:00",10,8167544,12406434,16849208
"2014-09-19 12:00:00",11,6672032,9482978,11783440
"2014-09-19 13:00:00",12,5089440,8191833,17885120
"2014-09-19 14:00:00",11,4772344,6439508,8892464
"2014-09-19 15:00:00",11,5096576,8738620,13257184
"2014-09-19 16:00:00",11,2921672,5458005,14743352
"2014-09-19 17:00:00",12,1269856,4024867,6320328
"2014-09-19 18:00:00",12,343120,1078627,1840688
"2014-09-19 19:00:00",12,222168,636498,1251472
"2014-09-19 20:00:00",12,101424,647242,1444912
"2014-09-19 21:00:00",12,93312,129424,294792
"2014-09-19 22:00:00",12,89592,107939,165368
"2014-09-19 23:00:00",12,93168,107529,134696
